INSTITUTION NAME,AGE,INITIAL HIRE DATE,JOB CATEGORY,EMPLOYEE ANNUAL BASE SALARY,EMPLOYEE HOME DEPARTMENT,PRIMARY WORKING TITLE
ECU,32,"MAR 13, 2017",Administrative Assistant,31297.00,Parking and Traffic,Admin Support Associate
ECU,45,"OCT 27, 2003",Administrative Assistant,42468.00,BSOM FM Clin Serv,Admin Support Specialist
ECU,51,"JAN 10, 2000",Police Officer,56906.00,Police,Public Safety Supervis M
ECU,56,"MAY 11, 1993",Administrative Assistant,35049.00,Purchasing,Admin Support Associate
ECU,51,"AUG 16, 1999",Associate Professor,76034.00,Math,Associate Professor
ECU,35,"DEC 18, 2017",IT Technical Support/Paraprofessional,52240.00,IT Enterprise Data Serv,Bus Tech Applic Tech
ECU,32,"AUG 12, 2019",Instructor,64000.00,CON Baccalaureate Educ,Clinical Instructor
ECU,29,"MAY 11, 2015",Library Assistant,49131.00,Health Sciences Library,Librarian Specialst Univ
ECU,61,"NOV 09, 2015",Functional Paraprofessional,37814.00,Peds CDSA,Translator
ECU,45,"MAR 22, 2004",Administrative Assistant,37074.00,Student Health Services,Admin Support Specialist
ECU,60,"JUL 09, 2018",Compliance Specialist,78000.00,Office of Research Admin,Compliance Monitoring Officer
ECU,50,"AUG 16, 2010",Assistant Professor,63148.00,CON Baccalaureate Educ,Clinical Asst Professor
ECU,65,"AUG 14, 2000",Professor,81214.00,School of Social Work,Professor
ECU,59,"AUG 15, 2011","Lab Asst/Tech, Health/Medicine",35000.00,ObGyn Womens Physicians,Medical Laboratory Techn
ECU,56,"JAN 01, 1998",Associate Professor,66741.00,Theory Composition and Music,Associate Professor
ECU,52,"AUG 18, 2003",Chief Purchasing Officer,112772.00,Purchasing,Dir Materials Mgt Real Estate
ECU,32,"AUG 16, 2016",Trainer / Organizational Development Professional,54682.00,Learning and Organizational Dev,Human Resources Consulta
ECU,63,"FEB 16, 2009",Administrative Assistant,33238.00,Registrar Office,Admin Support Associate
ECU,44,"AUG 21, 2000","Research Asst/Tech, Life Science",40586.00,BSOM Biochem and Molecular,Research Specialist
ECU,72,"SEP 28, 1992",Administrative Assistant,41588.00,Purchasing,Admin Support Specialist
ECU,35,"SEP 08, 2015",Assistant Professor,94800.00,BSOM FM Education,Clinical Asst Professor
ECU,64,"JAN 25, 1999","Continuing Education Professional, Director",81861.00,BSOM Eastern Ahec Admin,Dir Continuing Med Education
ECU,49,"JAN 18, 2005",Administrative Assistant,45100.00,Office of University Counsel,Admin Support Specialist
ECU,51,"AUG 13, 2018",Instructor,60000.00,Management,Teaching Instructor
ECU,66,"JUN 01, 1984","Assoc/Asst Dean, Medicine",206500.00,Acad Aff Med Educ and Stud Dev,Assoc Dean Med Student Educ
ECU,49,"AUG 16, 2016","Academic Services Professional, Academic Evaluator",47895.00,Human Develo and Family Science,Mentor/Evaluator HDFS
ECU,50,"AUG 22, 2005",Associate Professor,75229.00,COE Elem Ed Middle Grade Ed,Associate Professor
ECU,34,"SEP 16, 2010",Business Operations Professional,62687.00,Office of Personnel Fina Admin,Business Officer
ECU,50,"FEB 27, 2006",Allied Health Technical/Paraprofessional,82452.00,BSOM Cardiovascular Science,Medical Diagnostic Speci
ECU,42,"DEC 17, 2007","Clerk, Materials",36452.00,Police,Support Services Associa
ECU,39,"SEP 26, 2005",Administrative Assistant,42239.00,Student Health Services,Admin Support Specialist
ECU,45,"AUG 15, 2016",Administrative Assistant,34961.00,Registrar Office,Admin Support Specialist
ECU,30,"JUL 09, 2018",Social / Human Service Paraprofessional,32000.00,BSOM IM Infectious Disease,Human Services Prgm Supp
ECU,50,"FEB 01, 2015",Library Assistant,18843.00,Academic Library Services,Library Technician Univ
ECU,69,"JAN 16, 2012",Assistant Professor,100272.00,SODM GDD Management,Clinical Asst Professor
ECU,50,"MAR 25, 2019",Administrative Assistant,43665.00,Payroll,University Program Assoc
ECU,55,"NOV 20, 2000",Student Services Coordinator,43237.00,Graduate School,Student Services Special
ECU,52,"JUN 26, 2019",Administrative Assistant,36850.00,Al Hlth Phys Assist Studies,Admin Support Associate
ECU,34,"MAR 14, 2016",Environmental Sustainability / Energy Management Professional,68363.00,FS HSC Adm West HR,University Program Speci
ECU,26,"MAR 01, 2019","Academic Advising Professional, Advisor/Coordinator",42000.00,College of Engineering and Tech,Academic Advisor CET
ECU,47,"FEB 27, 1997",Administrative Assistant,26500.00,Counseling Center,Admin Support Associate
ECU,50,"OCT 16, 2019","Academic Advising Professional, Advisor/Coordinator",42000.00,College of Engineering and Tech,Academic Advisor CET
ECU,33,"SEP 06, 2016",Event Planning Assistant,32078.00,BSOM Eastern Ahec Admin,University Program Assoc
ECU,31,"JAN 07, 2019",Library Paraprofessional,43088.00,Academic Library Services,Librarian Specialst Univ
ECU,48,"APR 01, 2015",Training Delivery Professional,51907.00,Clinical Skills,Asst Trainer
ECU,53,"AUG 13, 2018",Instructor,68000.00,CET Construction Management,Teaching Instructor
ECU,39,"AUG 02, 2010",Associate Professor,88493.00,CET Engineering,Associate Professor
ECU,55,"AUG 04, 2014",Dental Technical/Paraprofessional,35867.00,SODM CPDREG1 SLC 3 Lilling Sup,Dental Assistant
ECU,36,"AUG 13, 2012",Associate Professor,73000.00,English,Associate Professor
ECU,36,"JAN 10, 2008",Instructor,53513.00,School of Communication,Senior Teaching Instructor
ECU,35,"JUL 28, 2011",Administrative Assistant,24700.00,HS BSOM ECUP BUS OPS CLINIC FIN,Admin Support Specialist
ECU,32,"SEP 21, 2015",Administrative Assistant,35000.00,BSOM OBGYN General,Admin Support Specialist
ECU,46,"DEC 01, 2016",Assistant Professor,141000.00,SODM GDD Management,General Dentistry Faculty
ECU,56,"MAR 26, 2007",Mason (Journeyman),38483.00,Bldg Mason Shop East HR,Mason
ECU,57,"APR 01, 2019",Professor (Primary) and Department Chair/Head,250000.00,BSOM Biochem and Molecular,Chairperson
ECU,37,"JUL 16, 2008",Instructor,49149.00,Health Education and Promotion,Teaching Instructor
ECU,46,"AUG 12, 2013",Associate Professor,78011.00,Math Science and Instr Tech Edu,Associate Professor
ECU,39,"AUG 27, 2018",Administrative Assistant,32744.00,Surg Clinical,Admin Support Specialist
ECU,69,"DEC 01, 2010",Professor,100817.00,Psychology,Clinical Professor
ECU,61,"JAN 03, 2011","Assoc/Asst Dean, Health-Related Professions",160180.00,College of Allied Health,Assoc Dean Acac Affairs CAHS
ECU,43,"FEB 01, 2018",Library Assistant,41693.00,Health Sciences Library,Library Technician Univ
ECU,60,"AUG 20, 1992",Associate Professor,55353.00,Foreign Languages,Associate Professor
ECU,32,"APR 16, 2018",IT Technical Support/Paraprofessional,45083.00,Creative Services,Tech Support Technician
ECU,46,"JUL 01, 2014",Assistant Professor,163863.00,CON Adv Nurs Pract and Educ,Assistant Professor
ECU,77,"JUL 18, 2005","Dean, Dentistry",338518.00,SODM OD Administration,Dean
ECU,50,"JAN 01, 2004",Associate Professor,84000.00,Biology,Associate Professor
ECU,68,"JUL 01, 1984",Professor,81584.00,BSOM Biochem and Molecular,Phased Retiree - Professor
ECU,46,"JUL 16, 2006",Professor,97564.00,Educational Leadership,Professor
ECU,26,"SEP 08, 2020",Nursing Professional,48000.00,BSOM Peds General,ECU Staff Nurse
ECU,74,"JUL 22, 1996",Custodian / Housekeeper,15600.00,Hskp Academic Day 902459 HR,Housekeeper
ECU,56,"MAY 23, 2005",Administrative Assistant,31200.00,BSOM ECUP Health Info Srvcs,Admin Support Associate
ECU,34,"AUG 12, 2019",Assistant Professor,68000.00,Math Science and Instr Tech Edu,Assistant Professor
ECU,34,"JUL 20, 2020",Assistant Professor,155000.00,BSOM Peds General,Clinical Asst Professor
ECU,40,"JUL 01, 2014",Associate Professor,202475.00,BSOM Peds Neonatology,Clinical Assoc Professor
ECU,46,"JAN 04, 2016",IT Technical Support/Paraprofessional,55365.00,Payroll,Tech Support Analyst
ECU,33,"SEP 12, 2011",Institutional Assessment / Academic Assessment Professional,73708.00,Inst PlanningAssessmentResearch,Senior Research Associate
ECU,54,"NOV 01, 1990","Chief Business Affairs Officer, College/Division",110239.00,Student Affairs,Exec Dir of Business Admin SA
ECU,38,"JUL 16, 2008",Event Planning Assistant,51790.00,Central Reservations,University Program Speci
ECU,40,"SEP 07, 2004",Accounting Assistant,44628.00,Athletics,Accounting Technician
ECU,40,"JUN 30, 2016","Assoc/Asst Dean, Health-Related Professions",134980.00,Acad Aff Med Educ and Stud Dev,Asst Dean Medical Education
ECU,53,"MAR 31, 2014",Administrative Assistant,38883.00,SODM CPDREG2 SLC6 Sylva Suppt,Admin Support Specialist
ECU,51,"SEP 01, 2008",Assistant/Associate Coach-Track and Field,42370.00,Track and Cross Country Women,Asst Coach Track & Cross Ctry
ECU,38,"APR 23, 2007","Coordinator, Clinical Experiences and Internships",62379.00,CON Nursing Support Services,Clinical Placement Coord
ECU,57,"AUG 17, 1998",Associate Professor,83570.00,Interior Dsgn and Merchandising,Associate Professor
ECU,40,"SEP 16, 2017",Assistant Professor,47867.00,Academic Library Services,Library Asst. Professor
ECU,64,"OCT 18, 2000",Professor,118354.00,BSOM Anatomy and Cell Biology,Professor
ECU,46,"JUL 09, 2018",Custodian / Housekeeper,31200.00,Hskp HSC Night 902461 HR,Housekeeper
ECU,51,"FEB 16, 2006",Assistant Professor,70993.00,CON Baccalaureate Educ,Clinical Asst Professor
ECU,57,"JUN 16, 2019","IT Client Support Professional, Business Analyst",61344.00,CIT Med Info Office,IT Bus Systems Analyst II
ECU,53,"MAY 11, 2015",Communications Operator,34117.00,Police,Public Safety Telecomm M
ECU,63,"FEB 23, 2004",Assistant Professor,66019.00,CON Baccalaureate Educ,Lecturer
ECU,27,"JUL 29, 2019",Dental Technical/Paraprofessional,42535.00,SODM CPDREG2 SLC7 SpruPine Supp,Dental Hygienist
ECU,29,"JAN 22, 2019",Medical Technical/Paraprofessional,34310.00,BSOM FM Firetower,Medical or Nursing Asst
ECU,33,"NOV 16, 2015","Clerk, Materials",31200.00,Central Receiving and Warehouse,Support Services Associa
ECU,45,"DEC 12, 2016",HR Coordinator,43530.00,Employment Services,Human Resources Speciali
ECU,55,"NOV 13, 2017","Communications / Marketing Professional, Specialist",55639.00,News and Communications,Public Communications Sp
ECU,41,"APR 18, 2005",IT (Information Technology) Professional,76439.00,IT Client Engamnt and Supp,Tech Support Specialist
ECU,70,"AUG 20, 1986",Professor,51196.00,CET Technology Systems,Phased Retiree - Professor
ECU,51,"AUG 13, 2018",Associate Professor,90000.00,Chemistry,Associate Professor
ECU,50,"AUG 13, 2012",Associate Professor,70752.00,Math,Associate Professor
ECU,56,"SEP 01, 2008",Professor,94149.00,CET Technology Systems,Professor
ECU,36,"APR 20, 2015",Assistant Professor,270000.00,BSOM Emergency Medicine,Clinical Asst Professor
ECU,37,"SEP 05, 2017",Assistant Professor,250000.00,BSOM Emergency Medicine,Emergency Medicine -Faulty pos
ECU,55,"AUG 12, 2019",Professor (Primary) and Department Chair/Head,156000.00,Psychology,Chairperson
ECU,49,"AUG 20, 2007",Associate Professor,70062.00,Biology,Associate Professor
ECU,58,"AUG 14, 2000",Professor (Primary) and Department Chair/Head,196614.00,Accounting,Professor and Chair
ECU,49,"JUL 01, 2000",Associate Professor,230994.00,BSOM IM Nephrology,Associate Professor
ECU,65,"AUG 14, 2000",Professor,72776.00,School of Art,Professor
ECU,39,"JAN 05, 2015",Administrative Assistant,45917.00,Rsrch Econ Dev Engagement Adm,University Program Assoc
ECU,37,"AUG 15, 2011",Associate Professor,120406.00,Management,Associate Professor
ECU,47,"AUG 16, 2014",Instructor,47020.00,Health Education and Promotion,Teaching Instructor
ECU,43,"SEP 01, 2010",Assistant Professor,209500.00,BSOM Emergency Medicine,Clinical Asst Professor
ECU,53,"NOV 28, 2016","Human Resources Professional, Benefits Specialist, Senior",54915.00,Benefits,Human Resources Consulta
ECU,36,"AUG 01, 2018",Assistant Professor,145000.00,CON Adv Nurs Pract and Educ,Clinical Asst Professor
ECU,55,"MAY 01, 2006",Custodian / Housekeeper,31200.00,Hskp HSC Day 903152 HR,Housekeeper
ECU,25,"MAY 20, 2019","Student Activities Professional, Intramural/Recreation Coordinator",40000.00,Recreation Services,Customer Service Coordinator
ECU,34,"JUN 27, 2011",Physical / Occupational Therapy Technician,47471.00,BSOM FM Clin Serv,Med Therapy Tech Asst
ECU,44,"JUL 06, 2009","Research Professional, Medical Sciences, Research Associate",63470.00,VC EC Diabetes and Obesity Inst,Diabetes Obesity Coordinator
ECU,40,"AUG 10, 2015",Medical Professional,82175.00,Student Health Services,Physician Assistant
ECU,36,"MAR 05, 2007","IT Applications Professional, Programmer Analyst",69884.00,IT Enterprise Data Serv,Bus Tech Applic Analyst
ECU,64,"JAN 02, 2018",Administrative Assistant,31200.00,BSOM Obstet and Gynecology,Admin Support Specialist
ECU,51,"AUG 01, 2016",Administrative Assistant,37726.00,SODM OD Administration,Admin Support Specialist
ECU,44,"AUG 15, 2016",Administrative Assistant,37880.00,IT Fin and Personnel Admin,Admin Support Specialist
ECU,41,"AUG 20, 2018",Parking / Traffic Attendant,31200.00,Parking and Traffic,Property Security Officr
ECU,32,"APR 24, 2017",Dental Technical/Paraprofessional,32949.00,SODM CPDREG2 SLC7 SpruPine Supp,Dental Assistant
ECU,49,"JUN 30, 2014",Custodian / Housekeeper,31200.00,Hskp Academic Day 902554 HR,Housekeeper
ECU,29,"AUG 16, 2019",Assistant Professor,53000.00,School of Art,Teaching Asst Professor
ECU,58,"MAR 01, 1987",Administrative Assistant,44873.00,BSOM Pediatrics,Admin Support Specialist
ECU,50,"OCT 17, 1994",Administrative Assistant,32616.00,IT Fin and Personnel Admin,Admin Support Associate
ECU,38,"SEP 13, 2010",Administrative Assistant,31296.00,Academic Library Services,Admin Support Associate
ECU,53,"AUG 14, 2017",Housekeeping Lead/Supervisor,36036.00,Hskp Academic Night Supvr HR,Housekeeping SpvrII
ECU,23,"FEB 03, 2020",Administrative Assistant,33051.00,BSOM FM Clin Serv,Admin Support Specialist
ECU,41,"JUL 16, 2008","Athletics Training Professional, Trainer",57600.00,Athletic Training,Asst Athletic Trainer
ECU,73,"AUG 22, 1994",Professor,81877.00,School of Theatre and Dance,Professor
ECU,44,"AUG 08, 2005","IT Network Support Professional, Network Administrator",88343.00,IT Network Services,Networking Specialist
ECU,27,"APR 03, 2017",Administrative Assistant,38142.00,BSOM ECUP Nursing Practice,Admin Support Specialist
ECU,55,"NOV 13, 2000",Custodian / Housekeeper,31200.00,Hskp Academic Night 902454 HR,Housekeeper
ECU,61,"DEC 10, 2018",Nursing Professional,64500.00,BSOM Cardiovascular Science,Nurse Specialist
ECU,28,"FEB 02, 2015",Administrative Assistant,43000.00,Agromedicine,Business Services Coordi
ECU,40,"JUL 11, 2011",Administrative Assistant,41000.00,BSOM Surgery Trauma,University Program Assoc
ECU,70,"APR 15, 1992",Professor (Primary) and Department Chair/Head,210950.00,BSOM Bioethics,Professor
ECU,37,"SEP 17, 2012",Grounds / Landscape Worker,31200.00,Grounds Main East HR,General Utility Worker
ECU,70,"APR 01, 1990",Associate Professor,188575.00,BSOM Psychiatry and Behav Med,Associate Professor
ECU,45,"FEB 16, 2015",Building Control Systems Technician,51414.00,Util Controls East HR,Controls Technician I
ECU,41,"AUG 20, 2007",Graduate Program Admissions Coordinator,66912.00,CON Baccalaureate Educ,Student Success Advocate
ECU,30,"JUN 18, 2018","Student Affairs / Student Services Professional, Director Women's Center",55000.00,Intercultural Affairs,Coordinator
ECU,59,"MAY 05, 2003",Administrative Assistant,34379.00,College of Education,Admin Support Associate
ECU,56,"DEC 08, 2008",Associate Professor,107000.00,BSOM Physiology,Associate Professor
ECU,57,"SEP 03, 2019",Dietetic / Nutrition Professional,56669.00,BSOM Peds Gastroenterology,Nutrition Specialist
ECU,49,"JAN 04, 2016","Student Admissions / Recruitment Professional, Admissions Counselor",43900.00,Admissions,Admissions Counselor
ECU,45,"JUL 14, 2003",Boilermaker,35920.00,FS HSC Steam West HR,Boiler Operator
ECU,31,"JUL 01, 2018",Administrative Assistant,34140.00,BSOM Cardiovascular Science,Admin Support Specialist
ECU,45,"FEB 24, 2014",Custodian / Housekeeper,31200.00,Hskp HSC Night 903102 HR,Housekeeper
ECU,47,"JAN 11, 1999",Administrative Assistant,34632.00,Office of University Counsel,Admin Support Associate
ECU,45,"AUG 20, 2001",Service / Maintenance Supervisor,44066.00,Student Center Operations,Housekeeping SpvrIII
ECU,26,"JUL 09, 2018",Custodian / Housekeeper,31200.00,Hskp HSC Night 903102 HR,Housekeeper
ECU,46,"JAN 29, 2018",Grounds / Landscape Worker,31200.00,Grounds Main West HR,Grounds Worker
ECU,54,"APR 18, 2016","Custodian / Housekeeper, Floor Maintenance",32760.00,Hskp Academic Night floor tech,Floor Tech
ECU,31,"AUG 03, 2020",Instructor,64153.00,BSOM FM Geriatrics,Clinical Instructor
ECU,27,"DEC 18, 2018",Medical Technical/Paraprofessional,34461.00,BSOM IM Pulmonary,Medical or Nursing Asst
ECU,54,"JUL 09, 2018","IT (Information Technology) Professional, Information Management Director",88684.00,IT Enterprise Data Serv,EDMSS Manager
ECU,43,"JUL 29, 2019","Instructional Design / Instructional Media Professional, Specialist",60000.00,SODM DEI Management,Discussion Platform Specialist
ECU,37,"MAR 11, 2013","Accounting Professional, Accountant Sr.",72430.00,HS Controller And Budget,Accountant
ECU,23,"FEB 18, 2019",Police Officer,36468.00,Police,Public Safety Officer M
ECU,62,"JUL 01, 1982",Library Assistant,37685.00,Academic Library Services,Library Technician Univ
ECU,52,"JUN 03, 2013","Research Asst/Tech, Life Science",43959.00,BSOM Anatomy and Cell Biology,Research Specialist
ECU,36,"MAR 19, 2007",Accounting Professional,54795.00,Accounting Services,Accountant
ECU,51,"MAR 23, 2009",Medical Technical/Paraprofessional,35323.00,BSOM IM General Medicine,Medical or Nursing Asst
ECU,35,"JUL 16, 2018","Librarian AD, Head of Archives / Records",63000.00,Academic Library Services,University Archivist
ECU,44,"MAR 16, 2020",Dental Technical/Paraprofessional,34430.00,SODM CPDREG2 SLC6 Sylva Suppt,Dental Assistant
ECU,56,"JUN 19, 2006","Sponsored Contracts / Grants Administration Professional, Specialist",63454.00,BSOM R and GS Admin,Financial Analyst
ECU,68,"AUG 16, 1999",Professor,101728.00,CET Technology Systems,Professor
ECU,37,"AUG 13, 2018",Assistant Professor,73000.00,Health Education and Promotion,Assistant Professor
ECU,41,"FEB 09, 2004",HR Coordinator,53082.00,CON Administration,Business Officer
ECU,56,"JAN 13, 2003","Academic Advising Professional, Advisor/Coordinator",72813.00,Pirate Tutoring Center,Dir Early Warning & Acad Supp
ECU,58,"APR 16, 2001",Associate Professor,69024.00,Health Sciences Library,Associate Professor
ECU,34,"AUG 16, 2015",Instructor,52650.00,Kinesiology,Teaching Instructor
ECU,39,"JAN 02, 2013","Student Admissions / Recruitment Professional, Assoc Director",67000.00,Admissions,Sr Assoc Dir Undgrad Admission
ECU,63,"OCT 01, 2007",Nursing Professional,59286.00,BSOM FM Clin Serv,Nurse Manager
ECU,57,"JUL 01, 2019",Administrative Assistant,44524.00,Surg Surgical Education,University Program Assoc
ECU,43,"MAR 13, 2017","Continuing Education Professional, Specialist",54059.00,BSOM Eastern Ahec Admin,Student Services Coordinator
ECU,49,"AUG 14, 2000",Associate Professor,71513.00,Math Science and Instr Tech Edu,Teaching Assoc Professor
ECU,43,"AUG 14, 2017",Assistant Professor,66500.00,School of Social Work,Assistant Professor
ECU,31,"MAR 01, 2017",Grounds / Landscape Worker,34320.00,Grounds Main East HR,Grounds Worker
ECU,74,"NOV 20, 2017",Chief Contracts and Grants Administrator,150000.00,Office of Research Admin,Dir Grants & Contracts
ECU,47,"AUG 01, 2018","Manager, Other",99500.00,COE ECUCS ECU,ECU Lab School Principal
ECU,67,"JUN 19, 2000",IT Technical Support/Paraprofessional,37878.00,University Printing and Graphic,Tech Support Technician
ECU,64,"APR 01, 1988",Associate Professor,110071.00,BSOM Microbiology and Immuun,Associate Professor
ECU,42,"MAR 22, 2004",Chief Financial Services Officer,175081.00,Administration and Finance Admn,Assoc Vice Chancellor
ECU,46,"MAY 07, 2007",Administrative Assistant,38000.00,BSOM Anatomy and Cell Biology,Admin Support Specialist
ECU,55,"SEP 04, 2018",Parking / Traffic Attendant,31200.00,Parking and Traffic,Property Security Officr
ECU,38,"JAN 02, 2019","Academic Advising Professional, Advisor/Coordinator",52000.00,College of Engineering and Tech,Assistant Director
ECU,63,"AUG 01, 1995",Professor,164235.00,BSOM Peds General,Professor
ECU,28,"SEP 04, 2018",Assistant/Associate Coach-Strength and Conditioning,44250.00,Strength Training,Asst Coach Strength/Condition
ECU,54,"AUG 16, 1998",Assistant Professor,59987.00,Chemistry,Teaching Asst Professor
ECU,54,"AUG 13, 2001",Associate Professor,66145.00,Philosophy,Associate Professor
ECU,42,"AUG 14, 2017",Assistant Professor,65500.00,COE Interdisciplinary Professio,Assistant Professor
ECU,44,"DEC 09, 2019",Administrative Assistant,37325.00,SODM CPDREG1 SLC 5 Brunswick Su,Admin Support Specialist
ECU,52,"NOV 01, 2013",Medical Professional,93261.00,BSOM FM Clin Serv,Physician Extender I
ECU,66,"NOV 22, 1999",Office / Admin Support / Clerical Manager,55033.00,Registrar Office,University Program Speci
ECU,31,"MAR 30, 2020","Custodian / Housekeeper, Floor Maintenance",32760.00,Hskp Academic Night 902454 HR,Floor Tech
ECU,45,"MAY 28, 2013",Pharmacy Technical/Paraprofessional,35758.00,BSOM Pharmacy Retail,Pharmacy Technician
ECU,34,"FEB 04, 2013",Administrative Assistant,44406.00,Housing Operations,Admin Support Specialist
ECU,64,"MAR 04, 2013",Medical Technical/Paraprofessional,33927.00,SODM CA Management,Medical Support Technici
ECU,33,"APR 01, 2014","Laboratory Professional, Physical Sciences, Research Operations",44146.00,College of Engineering and Tech,Lab Supervisor CET
ECU,51,"SEP 01, 2018","Academic Services Professional, Director Learning Resources Center",105000.00,COE NCNTSP Central Office,Dir Teacher Induction Devel
ECU,42,"AUG 13, 2018",Assistant Professor,58000.00,School of Theatre and Dance,Assistant Professor
ECU,54,"MAR 03, 2008",Administrative Assistant,37899.00,BSOM Cardiovascular Science,Admin Support Specialist
ECU,62,"NOV 17, 2008",Administrative Assistant,38885.00,Human Develo and Family Science,Admin Support Associate
ECU,60,"AUG 13, 2010",Medical Professional,93261.00,BSOM FM Clin Serv,Physician Extender I
ECU,60,"OCT 04, 2010",Associate Professor (Primary) and Department Chair/Head,214061.00,SODM GDD Management,Department Chair
ECU,61,"OCT 16, 2018",Assistant Professor,185000.00,SODM GDD Management,Clinical Asst Professor
ECU,52,"FEB 20, 2006",Painter (Journeyman),35801.00,Bldg Paint Shop East HR,Painter
ECU,59,"MAR 19, 2007",Office / Admin Support / Clerical Manager,50572.00,Academic Library Services,University Program Speci
ECU,47,"DEC 01, 2008",Institutional Policy / Compliance Professional,48930.00,Institutional Review Board,University Program Speci
ECU,56,"JUL 11, 2005",Medical Technical/Paraprofessional,35323.00,BSOM IM General Medicine,Medical or Nursing Asst
ECU,51,"AUG 20, 2007",Associate Professor (Primary) and Department Chair/Head,114375.00,Political Science,Associate Professor/Chairperso
ECU,39,"APR 03, 2017",Associate Professor,150000.00,BSOM Peds Hema Onco,Clinical Assoc Professor
ECU,58,"JUN 18, 2007",Administrative Assistant,33204.00,BSOM Pediatrics,Admin Support Specialist
ECU,51,"JUN 11, 2018",Painter (Journeyman),34719.00,FS HSC Bldg Trades West HR,Painter
ECU,65,"AUG 04, 2008",Professor,47645.00,Academic Library Services,Phased Retiree - Professor
ECU,51,"JAN 13, 2020",Administrative Assistant,31200.00,Al Hlth Commu Sci And Disord,Admin Support Associate
ECU,24,"JUN 03, 2019","Student Activities Professional, Officer",40000.00,Recreation Services,Coordinator of Fitness
ECU,63,"JAN 31, 2000",Professor,208361.00,BSOM IM Infectious Disease,Professor
ECU,30,"APR 07, 2014",Executive Assistant,60906.00,Chancellor Office,Executive Assistant
ECU,59,"OCT 18, 1999","IT (Information Technology) Professional, Administrative Computing Assoc Director",98577.00,IT Client Engamnt and Supp,Info Technology Manager
ECU,27,"JAN 13, 2020",Administrative Assistant,31200.00,Pirate Tutoring Center,Admin Support Associate
ECU,30,"AUG 01, 2017","Academic Advising Professional, Advisor/Coordinator",43000.00,Student Development,Coordinator Athl Stud Dev
ECU,68,"NOV 01, 1999",Professor,87132.00,Academic Library Services,Professor
ECU,30,"SEP 21, 2015",Medical Technical/Paraprofessional,35323.00,BSOM OBGYN Maternal Fetal,Medical or Nursing Asst
ECU,32,"JUN 16, 2016",Student Services Coordinator,37774.00,Student Center Operations,Student Services Special
ECU,39,"AUG 13, 2018",Assistant Professor,72000.00,Geography,Assistant Professor
ECU,42,"DEC 02, 2013",Administrative Assistant,44524.00,BSOM Pathology,University Program Assoc
ECU,48,"JAN 03, 2006",Administrative Assistant,36236.00,Student Center Operations,Admin Support Specialist
ECU,50,"SEP 18, 2017",Administrative Assistant,31200.00,Student Stores Admin,Admin Support Specialist
ECU,38,"JUN 29, 2009",Assistant Professor,185000.00,BSOM IM General Medicine,Hospitalist
ECU,45,"AUG 31, 2015",IT Technical Support/Paraprofessional,64408.00,HR Information Systems,Tech Support Analyst
ECU,55,"AUG 14, 2000",Professor,72724.00,English,Professor
ECU,48,"AUG 19, 2019",Associate Professor,185000.00,BSOM Peds General,Clinical Assoc Professor
ECU,51,"DEC 18, 2017",Event Planning Assistant,36500.00,Career Services,Admin Support Associate
ECU,46,"JUN 27, 2005","IT Database Professional, Data Administrator",82379.00,Systems Coordination,IT Bus Intel/Data Analyst II
ECU,50,"JAN 05, 2009",Social / Human Service Paraprofessional,49356.00,Peds TB CAC,Social Work Practitioner
ECU,37,"JUN 13, 2016","Student Activities Professional, Asst Director Campus Rec/Intramurals",72500.00,Recreation Services,Assoc Dir Leadership & Prog
ECU,49,"AUG 14, 2000","Dean, Sciences",210000.00,Integrated Coastal Program,Dean Integrated Coastal Prgms
ECU,61,"JAN 01, 1988",Nursing Professional,60990.00,BSOM Oncology,Nurse Specialist
ECU,43,"JUL 09, 2012","Engineer, Facilities Construction",53483.00,Facilities Services Adm East HR,Eng Architectural Techni
ECU,65,"OCT 01, 1989",Associate Professor (Primary) and Department Chair/Head,120163.00,CON Adv Nurs Pract and Educ,Assoc Professor & Chair
ECU,36,"SEP 01, 2017",Faculty Development Professional,66000.00,COE NCNTSP ECU,Instructional Coach COE
ECU,35,"NOV 16, 2015",Police Officer,51880.00,Police,Public Safety Officer M
ECU,64,"JUN 06, 2005",Custodian / Housekeeper,31200.00,Hskp Main Student Ctr Day HR,Housekeeper
ECU,60,"JUL 29, 2019",Electronic Equipment Mechanic,40016.00,FS HSC Steam West HR,Fac Maint Tech Mech Trad
ECU,61,"JAN 29, 2018",Associate Professor,155000.00,BSOM Radiation Oncology,Associate Professor
ECU,69,"SEP 24, 2018",Institutional Policy / Compliance Professional,65000.00,SODM CS Clinics Mgmt,Dir Quality Improvement Pro
ECU,52,"AUG 25, 2003",Professor,78795.00,Sociology,Professor
ECU,41,"AUG 02, 2010",Associate Professor,115377.00,BSOM Psychiatry and Behav Med,Assistant Professor
ECU,64,"JAN 05, 1995",Professor,101043.00,Kinesiology,Professor
ECU,57,"NOV 04, 2013",Medical Professional,48238.00,BSOM Peds Nephrology,Physician Extender I
ECU,47,"FEB 01, 2016",Painter (Journeyman),35691.00,Bldg Paint Shop East HR,Painter
ECU,44,"JUL 01, 2012",Associate Professor,195000.00,SODM ORTHPED Div Mgmt,Clinical Assoc Professor
ECU,40,"MAR 22, 2004",Communications Specialist,48354.00,Creative Services,Visual Arts Specialist
ECU,64,"DEC 07, 2015",Administrative Assistant,37729.00,Financial Aid,Admin Support Specialist
