INSTITUTION NAME,AGE,INITIAL HIRE DATE,JOB CATEGORY,EMPLOYEE ANNUAL BASE SALARY,EMPLOYEE HOME DEPARTMENT,PRIMARY WORKING TITLE
WSSU,61,"NOV 01, 2002",Research Asst/Technician/Technologist,44600.00,University Advancement,Social Clinical Research Assistant
WSSU,41,"AUG 06, 2012",Associate Professor,89132.56,Psychological Sciences,Associate Professor & Chair
WSSU,25,"JUN 12, 2017",Office / Admin Support / Clerical Manager,34425.00,Information Technology Services,Administrative Support Specialist
WSSU,50,"AUG 13, 2007",Associate Professor,68112.00,English,Associate Professor
WSSU,36,"AUG 01, 2018",Assistant Professor,62000.00,Social Work,Assistant Professor
WSSU,58,"NOV 01, 1992",Office / Admin Support / Clerical Manager,46813.00,Life Long Learning,Admin Support Specialist
WSSU,51,"FEB 01, 2005",Professor,230604.95,Nursing,Professor
WSSU,55,"APR 01, 1995",IT Applications Professional,66084.00,Administrative Data Center,Business and Technology Application Analyst
WSSU,38,"JUL 10, 2019",Engineer,58000.00,Facilities Planning & Engineering,Engineer
WSSU,55,"AUG 05, 1991",Media / Public Relations Professional,42051.00,Conferences & Institute,Multi-Media Technician
WSSU,36,"JUL 12, 2019","IT Applications Professional, Web Designer",65000.00,Information Technology Services,IT Web Designer/Developer II
WSSU,31,"OCT 01, 2018",Assistant Coach - Men's Basketball,42000.00,Men s Basketball,Assistant Basketball Coach
WSSU,54,"JUN 01, 1998",Department Chair / Head AC,132590.00,Occupational Therapy,Professor
WSSU,46,"SEP 01, 2001",Lecturer,71831.00,Computer Science,Lecturer
WSSU,31,"MAY 01, 2019",Communications / Marketing Professional,51000.00,Enrollment Management,University Program Specialist
WSSU,61,"OCT 01, 2020",Chief Accounting Officer,113000.00,Accounting,Controller
WSSU,66,"AUG 01, 2002",Professor,97246.00,History Politics and Social Justice,Professor
WSSU,67,"SEP 13, 1999",Executive Assistant,38032.00,Housing & Residence Life,Executive Assistant
WSSU,67,"AUG 01, 1985",Chief Institutional Planning Officer,179106.00,Academic Affairs,Associate Provost
WSSU,41,"MAR 01, 2007",IT Client Support Professional,60366.00,Information Technology Services,Technology Support Analyst
WSSU,58,"JUL 01, 2005",Lecturer,110896.00,Computer Science,Lecturer
WSSU,55,"AUG 12, 2004",Professor (Primary) and Department Chair/Head,103782.11,Art and Visual Studies,Professor & Chair
WSSU,57,"JAN 02, 2008",Associate Professor (Primary) and Department Chair/Head,147948.00,Biological Sciences,Associate Professor & Chair
WSSU,31,"JUL 03, 2019",Audit Professional,72220.00,Office of Internal Audit,Auditor - J
WSSU,27,"MAY 10, 2019","Research Professional, Social Sciences, Research Associate",66000.00,Economics and Finance,Social/Clinical Research Specialist ? Advanced (Research Specialist)
WSSU,65,"AUG 01, 1990",Associate Professor (Primary) and Department Chair/Head,104876.40,Communication & Media Studies,Associate Professor & Chair
WSSU,47,"JAN 01, 2007",Office / Admin Support / Clerical Manager,65312.00,Student Affairs,University Program Specialist
WSSU,54,"AUG 01, 2006","Materials Management Professional, Manager of Inventory",36003.00,Housing & Residence Life,Support Services Associate ? Journey (Inventory Clerk)
WSSU,33,"AUG 01, 2019",Assistant Coach - Football,45000.00,Athletic Department,Assistant Football Coach
WSSU,51,"JUN 01, 2015",Business Operations Professional,63933.00,Administrative Data Center,Business Officer
WSSU,47,"AUG 18, 2008",Associate Professor,120030.20,Liberal Studies,Associate Professor & Department Chair
WSSU,38,"JUL 01, 2014",Attorney / Legal Affairs Professional,106695.21,Office of Legal Affairs,Associate Legal Counsel
WSSU,64,"AUG 01, 2015",Chief Campus Student Housing Administrator,88922.00,Housing & Residence Life,Director of Housing and Residence Life
WSSU,27,"SEP 04, 2018",Assistant Coach - Women's Basketball,39600.00,Women s Basketball,Assistant Women's Basketball Coach
WSSU,42,"NOV 01, 2007",Department Chair / Head AC,119281.00,Health Care Management,Assistant Professor
WSSU,60,"JUL 01, 1997",Associate Professor,66692.00,Communication & Media Studies,Associate Professor
WSSU,31,"NOV 01, 2019",Institutional Research / Analyst,95600.00,Institutional Assessment  Research,Information Technology Business Intelligence/Data Analyst III
WSSU,73,"MAR 15, 2006","Academic Advising Professional, Student Academic Counseling Head",57445.00,Teacher s Preparation,Adv Inter Students & Scho
WSSU,69,"JUL 01, 1988",Lecturer,74994.00,Health Physical Ed & Sports Studies,Lecturer
WSSU,51,"AUG 01, 2014",Student Registration / Records Professional,46087.00,Registrar,Student Services Specialist
WSSU,49,"FEB 12, 2007",Academic Advising Professional,41426.00,International Programs,Advisor International Students and Scholars
WSSU,44,"SEP 17, 2007",Student Activities Professional,46849.00,Thompson Student Center,Assist Dir Student Activities
WSSU,62,"SEP 01, 1995",Associate Professor (Primary) and Department Chair/Head,128080.61,Health Physical Ed & Sports Studies,Associate Professor & Chair
WSSU,54,"OCT 01, 2014",General Maintenance Worker,32200.00,Facilities Management,Building and Environmental Technician
WSSU,40,"JUL 16, 2007",Chief Legal Affairs Officer,147301.00,Office of Legal Affairs,Chief Legal Affairs Officer
WSSU,44,"AUG 15, 2005",Associate Professor,121411.00,Chemistry,Associate Professor
WSSU,57,"NOV 01, 2016","Administrative / Office / Clerical Support Staff, Other",39780.00,Business Services,University Program Specialist
WSSU,37,"AUG 15, 2010",Associate Professor,93771.44,Music,Associate Professor & Department Chair
WSSU,56,"JAN 01, 2017",Library Assistant,31815.00,Library Services,University Library Technician
WSSU,59,"APR 01, 2006",Custodian / Housekeeper,32200.00,Facilities Management,Building and Environmental Technician
WSSU,34,"APR 01, 2019",Police / Public Safety Professional,40000.00,Police & Public Safety,Public Safety Officer
WSSU,36,"JAN 01, 2011",Assistant Professor,83417.00,Nursing,Assistant Professor
WSSU,65,"MAR 07, 2016",Chief Librarian,137007.00,Library Services,Chief Librarian Officer
WSSU,52,"JUN 01, 2006","IT (Information Technology) Professional, Instructional Technology",74191.00,Administrative Data Center,Dir of Continuing Ed
WSSU,66,"FEB 11, 2002",IT Systems Support Professional,82663.00,Information Technology Services,Business and Technician Application Specialist
WSSU,59,"AUG 14, 1989",Lecturer,83094.00,Music,Lecturer
WSSU,62,"JUN 16, 2008",Administrative Assistant,39401.00,BRIC,University Prgm Specialist
WSSU,50,"OCT 15, 2004","Academic Services Professional, Asst/Assoc Dean, Undergrad",76258.03,School of Health Sciences,Assistant Dean Administrative Services/Budget
WSSU,47,"AUG 15, 2008",Department Chair / Head AC,86755.58,Social Work,Associate Professor & Chair
WSSU,62,"DEC 01, 2020",Electrician (Journeyman),37100.00,Facilities Management,Facility Maintenance Technician Mechanical Trade
WSSU,58,"AUG 01, 2016",Assistant Professor,133038.00,Economics and Finance,Associate Professor
WSSU,65,"JUN 30, 1988",Associate Professor,82678.00,Computer Science,Associate Professor
WSSU,41,"JAN 01, 2013",Instructor,80250.00,Occupational Therapy,Instructor
WSSU,70,"NOV 01, 2011","Administrative / Office / Clerical Support Staff, Other",36177.00,Chancellor s Office,Administrative Support Associate
WSSU,48,"JUL 01, 2011",IT (Information Technology) Professional,46401.00,Information Technology Services,Business and Technology Application Technician
WSSU,48,"FEB 15, 2008",Human Resources Professional,51000.00,Human Resources,Human Resources Consultant
WSSU,63,"APR 01, 2009",Instructor,68471.00,Management and Marketing,Instructor
WSSU,30,"NOV 01, 2019",Office / Admin Support / Clerical Manager,31200.00,Registrar,Administrative Support Associate
WSSU,40,"NOV 01, 2015","Student Financial Aid Professional, Assoc Director",69410.00,Financial Aid,Associate Director of Financial Aid
WSSU,50,"AUG 16, 2010",Associate Professor,106678.00,Management and Marketing,Associate Professor
WSSU,57,"SEP 01, 2019",Custodian / Housekeeper,31200.00,Facilities Management,Building & Environment Tech
WSSU,35,"FEB 01, 2010",Security Guard,31200.00,Police & Public Safety,Propery Security Officer
WSSU,60,"NOV 01, 2002",Office / Admin Support / Clerical Manager,53667.00,Chancellor s Office,University Program Associate
WSSU,35,"MAR 17, 2014","Student Housing Professional, Associate Director",63976.00,Housing & Residence Life,Associate Director for Residence Life
WSSU,64,"DEC 01, 1992","Administrative / Office / Clerical Support Staff, Other",38656.00,Economics and Finance,Administrative Support Associate
WSSU,47,"AUG 13, 2007",Associate Professor (Primary) and Department Chair/Head,95446.11,Mathematics,Professor
WSSU,62,"AUG 14, 2006",Professor (Primary) and Department Chair/Head,135779.91,Management and Marketing,"Professor & Chair of Management, Marketing & MIS"
WSSU,35,"OCT 01, 2009","IT Client Support Professional, Business Analyst",51600.00,Police & Public Safety,IT Business System Analyst I
WSSU,44,"AUG 10, 2016","Administrative / Office / Clerical Support Staff, Other",43500.00,Payroll,Accounting Technician
WSSU,56,"JUL 15, 2011",Mail Carrier,15600.00,Post Office,Support Services Associate
WSSU,62,"JAN 01, 2016",Carpenter (Journeyman),38547.00,Facilities Management,Facility Maintenance Technician Mechanical Trade
WSSU,38,"APR 01, 2013",Office / Admin Support / Clerical Manager,39843.75,Exercise Physiology,University Program Associate
WSSU,36,"NOV 01, 2012",Academic Services Professional,58757.00,University College,Retention Advisor
WSSU,54,"FEB 12, 2018",Custodian / Housekeeper,31200.00,Facilities Management,Building and Environmental Technician
WSSU,64,"JAN 08, 2019","Communications / Marketing Professional, Specialist",45000.00,Communication & Media Studies,Public Communication Specialis
WSSU,68,"AUG 15, 2008",Professor,80156.00,Communication & Media Studies,Professor
WSSU,43,"JAN 10, 2016","Director, Subdivision/Unit/Program AD",145372.00,Network & Communication Services,Dir Comm Tech/Security
WSSU,26,"MAR 01, 2016",Custodian / Housekeeper,31200.00,Facilities Management,Building & Environment Tech
WSSU,44,"JUL 01, 2014",Office / Admin Support / Clerical Manager,37617.85,Student Health Center,Administrative Support Associate
WSSU,69,"AUG 16, 2007",Department Chair / Head AC,93410.91,Therapeutic Recreation,Associate Professor
WSSU,50,"AUG 10, 2010",Assistant Professor,78533.00,Nursing,Assistant Professor
WSSU,47,"SEP 12, 2016","Administrative / Office / Clerical Support Staff, Other",56500.00,Facilities Planning & Engineering,Executive Assistant
WSSU,49,"MAY 15, 2000",Office / Admin Support / Clerical Manager,37620.00,University College,Administrative Support Associate
WSSU,46,"JAN 01, 2011",Metalworker,40315.00,Facilities Operations,Facility Maintenance Technician Mechanical Trade
WSSU,65,"JAN 01, 1984",Lecturer,64498.00,Health Physical Ed & Sports Studies,Lecturer
WSSU,47,"DEC 01, 2006",Office / Admin Support / Clerical Manager,32847.00,Business Services,Administrative Support Specialist
WSSU,58,"JAN 06, 1986",Accounting Professional,71197.00,Accounting,Accountant
WSSU,65,"SEP 01, 2005","Human Resources Professional, Employment Specialist",50000.00,Human Resources,Human Resources Specialist
WSSU,63,"SEP 15, 2008",Administrative / Office / Clerical Lead,52346.00,School of Health Sciences,University Prgm Specialist
WSSU,62,"DEC 01, 2006",Office / Admin Support / Clerical Manager,38999.00,Police & Public Safety,Administrative Support Associate
WSSU,48,"JAN 01, 2016",Consultant,71761.00,Life Long Learning,Assistant Dean
WSSU,57,"JUL 15, 2008",Custodian / Housekeeper,31200.00,Housing & Residence Life,Building and Environmental Technician
WSSU,41,"AUG 15, 2005",IT Network Support Professional,75396.00,Administrative Data Center,Technology Support Specialist
WSSU,61,"FEB 01, 2016",Parking / Traffic Attendant,31438.00,Police & Public Safety,Administrative Support Specialist
WSSU,35,"JAN 01, 2017",Custodian / Housekeeper,33000.00,Facilities Management,Building and Environmental Technician
WSSU,74,"AUG 01, 2008",IT (Information Technology) Professional,44771.00,Event Management,University Program Specialist
WSSU,48,"JAN 17, 2006",Office / Admin Support / Clerical Manager,47453.00,Nursing,University Program Specialist
WSSU,36,"MAY 16, 2011",Student Affairs / Student Services Professional,64174.00,Judicial Affairs,Dir Community Stds. & Civility
WSSU,49,"SEP 15, 2010",Facilities Management / Maintenance Professional,39773.00,Facilities Operations,Vehicle/Equipment Repair Technician
WSSU,54,"AUG 16, 2004",Associate Professor,106478.00,Management and Marketing,Associate Professor
WSSU,47,"MAR 15, 2006",Academic Advising Professional,52274.00,School of Education,Licensure Advisor
WSSU,50,"SEP 12, 2016","Administrative / Office / Clerical Support Staff, Other",31554.00,Athletic Department,Administrative Support Associate
WSSU,63,"MAR 03, 2008",Instructor,69533.00,Nursing,Instructor
WSSU,47,"SEP 01, 2016",Accounting Assistant,50000.00,Marketing & Communications,Visual Arts Specialist
WSSU,57,"JUN 15, 2015",Executive Assistant to CEO of System or Institution,98803.00,Chancellor s Office,Assistant to Chancellor
WSSU,31,"AUG 14, 2019",Head Coach - Women's Volleyball,42000.00,Athletic Department,Head Volleyball Coach
WSSU,32,"AUG 01, 2020",Custodian / Housekeeper,31200.00,Facilities Management,Building & Environment Tech
WSSU,41,"MAR 10, 2016","Manager, Campus Energy / Utilities",70430.00,Administrative Data Center,Information Technology Administrator II
WSSU,32,"OCT 10, 2019",Athletics Training Professional,37000.00,Athletic Department,Assistant Athletic Trainer
WSSU,65,"AUG 01, 2007",Instructor,71671.00,Nursing,Instructor
WSSU,47,"MAR 10, 2020","IT Applications Professional, Programmer Analyst",65500.00,Information Technology Services,IT Analyst/Programmer I (Web Programmer Analyst II
WSSU,67,"AUG 01, 2015",Security Guard,31200.00,Police & Public Safety,Property Security Officer
WSSU,64,"JUN 03, 2019",Facilities Management / Maintenance Professional,53000.00,Facilities Management,Facility Planner
WSSU,40,"AUG 10, 2011",Associate Professor,69332.00,Psychological Sciences,Associate Professor
WSSU,53,"APR 01, 2009",Instructor,66629.00,Nursing,Instructor
WSSU,50,"JUL 15, 2008",Custodian / Housekeeper,31700.00,Facilities Management,Building and Environmental Technician
WSSU,46,"AUG 10, 2011",Associate Professor,83377.00,Computer Science,Associate Professor
WSSU,31,"OCT 10, 2017",Custodian / Housekeeper,31633.32,Facilities Management,Building and Environmental Technician
WSSU,58,"MAR 01, 2012",Skilled Craft Worker,35000.00,Facilities Management,Utilities Plant Operator
WSSU,60,"AUG 01, 2014",Assistant Professor,61641.00,World Languages and Culture,Assistant Professor
WSSU,66,"JUN 12, 2017",Custodian / Housekeeper,31200.00,Student Affairs,Building and Environmental Technician
WSSU,72,"JAN 07, 1999",Professor,118108.00,Computer Science,Professor
WSSU,69,"JUL 01, 1998",Professor,133152.00,Computer Science,Professor
WSSU,48,"AUG 03, 2020",Instructor,75000.00,Life Long Learning,STEM Learning Specialist & Instructor
WSSU,66,"AUG 10, 2011",Associate Professor,94812.00,Rehabilitation Counseling,Professor
WSSU,49,"JAN 01, 2006",Custodian / Housekeeper,31200.00,Housing & Residence Life,Building and Environmental Technician
WSSU,72,"OCT 17, 2011",Office / Admin Support / Clerical Manager,38076.00,Biological Sciences,Administrative Support Associate
WSSU,26,"AUG 01, 2018",Police / Public Safety Professional,40000.00,Police & Public Safety,Public Safety Officer
WSSU,46,"AUG 10, 2011",Associate Professor,75909.00,History Politics and Social Justice,Associate Professor
WSSU,45,"AUG 15, 2006",Assistant Professor,77800.00,Music,Assistant Professor
WSSU,54,"JUN 01, 2016",Office / Admin Support / Clerical Manager,36719.00,Clinical Laboratory Science,Administrative Support Associate
WSSU,38,"OCT 01, 2019",Office / Admin Support / Clerical Manager,41568.00,Mathematics,Administrative Support Associate
WSSU,43,"JAN 01, 2014","Development / Fundraising Professional, Asst/Assoc Athletic Director",88919.00,Athletic Department,Associate Athletic Director
WSSU,27,"DEC 01, 2016",Police Officer,40000.00,Police & Public Safety,Public Safety Officer
WSSU,30,"NOV 01, 2019","IT Applications Professional, Programmer Analyst",60000.00,Information Technology Services,IT Analyst Programmer I (IT Applications Programmer/Administrator)
WSSU,60,"JUL 01, 2004",Office / Admin Support / Clerical Manager,51533.00,Athletic Department,University Program Specialist
WSSU,53,"JUN 01, 2006",General Maintenance Worker,35055.00,Billing & Receivables,Support Services Associate
WSSU,57,"JUL 01, 2016",Nursing Professional,52020.00,Student Health Center,Professional Nurse
WSSU,67,"MAR 01, 2012",Student Affairs / Student Services Professional,63115.00,Student Affairs,Director of Interpersonal and Single Stop Intervention
WSSU,61,"APR 10, 2019",Office / Admin Support / Clerical Manager,40000.00,University Advancement,Administrative Support Specialist
WSSU,54,"JAN 01, 2006",Office / Admin Support / Clerical Manager,39326.00,School of Health Sciences,University Program Associate
WSSU,51,"AUG 18, 2008",Associate Professor,65696.00,Chemistry,Associate Professor
WSSU,52,"APR 15, 2003","Business Operations Professional, Dept Business Mgr",54401.18,Facilities Management,Business Officer
WSSU,50,"JAN 09, 2007",Professor (Primary) and Department Chair/Head,122168.00,Rehabilitation Counseling,Professor
WSSU,42,"JAN 03, 2011",Associate Professor,93213.00,Occupational Therapy,Associate Professor
WSSU,62,"JUN 01, 2013",Custodian / Housekeeper,31700.00,Facilities Operations,Building and Environmental Technician
WSSU,62,"MAR 01, 1999",Custodian / Housekeeper,32700.00,Facilities Management,Building and Environmental Technician
WSSU,66,"SEP 01, 2016",Security Guard,31200.00,Police & Public Safety,Property Security Officer
WSSU,51,"APR 01, 2005","Student Admissions / Recruitment Professional, Director of Graduate Admissions",68868.00,Admissions,Assistant Director for Graduate Admission
WSSU,45,"AUG 08, 2013",Associate Professor,68414.00,Art and Visual Studies,Associate Professor
WSSU,58,"AUG 16, 2010",Associate Professor,114538.00,Accounting and MIS,Professor
WSSU,69,"AUG 12, 2002",Professor,74930.00,Education,Professor
WSSU,53,"JUN 01, 2014",Office / Admin Support / Clerical Manager,40495.00,University Advancement,Administrative Support Associate
WSSU,32,"JAN 01, 2017",Library Professional,53514.00,Library Services,Librarian
WSSU,59,"AUG 15, 2008",Associate Professor,66410.00,Art and Visual Studies,Associate Professor
WSSU,47,"JUL 10, 2020","Facilities Management / Maintenance Professional, U&E Mgr",58000.00,Facilities Management,Bldg and Env Manager
WSSU,51,"DEC 01, 1995","Development / Fundraising Professional, Major Gifts",87264.00,Event Management,Executive Director for University Donor Events
WSSU,34,"NOV 01, 2016",Student Affairs / Student Services Professional,40683.00,Health Care Management,University Program Associate
WSSU,54,"SEP 29, 2014",Facilities Management / Maintenance Professional,31200.00,Facilities Operations,Building and Environmental Technician
WSSU,39,"MAY 06, 2019",Office / Admin Support / Clerical Manager,35000.00,Admissions,Administrative Support Associate
WSSU,75,"AUG 14, 2006",Associate Professor,79341.00,Behavioral Science,Associate Professor
WSSU,69,"AUG 20, 1984",Associate Professor,101570.00,Health Physical Ed & Sports Studies,Associate Professor
WSSU,52,"MAR 10, 2020",Business Operations Professional,40000.00,Small Business & Technology,University Program Specialist
WSSU,50,"AUG 13, 2007",Professor,69277.00,Art and Visual Studies,Professor
WSSU,62,"JUN 10, 2019",Roofer (Journeyman),35000.00,Facilities Management,Facility Maint Tech-Bldg Trade
WSSU,48,"JAN 01, 2016",Administrative Specialist / Coordinator,63141.00,BRIC,Project Coordinator
WSSU,36,"JUL 15, 2010",Library Professional,54182.00,Library Services,Assistant Director for Special Collections
WSSU,56,"JAN 01, 1995",Academic Advising Professional,62003.98,University College,ACADEMIC ADVISOR
WSSU,46,"MAR 15, 2007",IT Technical Support/Paraprofessional,57585.00,Finance Systems,Business and Technology Application Technician
WSSU,64,"AUG 14, 1992",Professor,87638.00,English,Professor
WSSU,61,"NOV 23, 2020",IT (Information Technology) Professional,49151.00,Administrative Data Center,Technology Support Analyst
WSSU,62,"NOV 01, 2016",Custodian / Housekeeper,31200.00,Facilities Management,Building and Environmental Technician
WSSU,33,"MAR 10, 2017",Custodian / Housekeeper,31200.00,Housing & Residence Life,Building and Environmental Technician
WSSU,38,"AUG 11, 2016",Assistant Professor,82508.00,Health Care Management,Assistant Professor
WSSU,54,"OCT 01, 2011",Facilities Management / Maintenance Professional,31700.00,Facilities Operations,Building and Environmental Technician
WSSU,56,"AUG 16, 1999",Professor,123261.00,Physical Therapy,Professor
WSSU,53,"MAR 17, 2014",Office / Admin Support / Clerical Manager,26414.00,Occupational Therapy,Administrative Support Specialist
WSSU,43,"SEP 01, 2010","Student Admissions / Recruitment Professional, Assoc Director",63534.00,Admissions,Associate Director of Admissions
WSSU,53,"OCT 01, 2017",Institutional Assessment / Academic Assessment Professional,58825.00,Administrative Data Center,IT Analyst/Programmer I (Web Programmer Analyst II
WSSU,26,"FEB 10, 2020",Police / Public Safety Professional,40000.00,Police & Public Safety,Public Safety Officer
WSSU,55,"JAN 13, 2010",Library Assistant,51260.00,Library Services,University Librarian
WSSU,45,"AUG 13, 2007",Associate Professor,96329.00,Computer Science,Professor
WSSU,59,"AUG 12, 2010",Telecommunications Technical/Professional,44469.00,Communication & Media Studies,Broadcast and Emerging Media Engineer Technician
WSSU,64,"FEB 01, 2012",Facilities Management / Maintenance Professional,61712.00,Purchasing,University Program Specialist
WSSU,41,"MAY 01, 2007",IT (Information Technology) Professional,47127.00,Library Services,Technology Support Technician
WSSU,28,"SEP 10, 2018","Administrative / Office / Clerical Support Staff, Other",35193.00,Undergraduate Programs,Administrative Support Specialist
WSSU,62,"DEC 01, 1986",Office / Admin Support / Clerical Manager,37175.00,Network & Communication Services,Administrative Support Specialist
WSSU,40,"AUG 01, 2019",Office / Admin Support / Clerical Manager,38000.00,Physical Therapy,University Program Associate
WSSU,29,"JAN 10, 2020",General Maintenance Worker,31200.00,Facilities Management,Building and Environmental Services Technician
WSSU,56,"MAY 10, 2016",Office / Admin Support / Clerical Manager,37050.00,Facilities Management,Administrative Support Specialist
WSSU,53,"AUG 03, 2017",Faculty Affairs / Faculty Development Professional,81810.00,CITTLE,Faculty Development Specialist/Instructor
WSSU,50,"MAR 01, 2016",Custodian / Housekeeper,31200.00,Facilities Management,Building and Environmental Technician
WSSU,36,"OCT 15, 2008",Communications / Marketing Professional,61200.00,Marketing & Communications,Visual Arts Specialist
WSSU,43,"FEB 01, 2017",Assistant Professor,85000.00,Physical Therapy,Assistant Professor
WSSU,57,"AUG 01, 2017",Instructor,71458.00,Health Physical Ed & Sports Studies,Instructor
WSSU,49,"JAN 17, 2006",Police / Public Safety Supervisor,70000.00,Police & Public Safety,Public Safety Supervisor
WSSU,49,"FEB 01, 2019",Grounds / Landscape Worker,31200.00,Facilities Management,Building & Environment Tech
WSSU,32,"JUL 10, 2020",Student Admissions / Recruitment Professional,50000.00,First Year College,Retention Advisor
WSSU,64,"AUG 01, 2005",Office / Admin Support / Clerical Manager,70000.00,Finance & Administration,University Program Specialist
WSSU,62,"JUL 01, 2011",Administrative Specialist / Coordinator,59313.00,Small Business & Technology,University Program Specialist
WSSU,51,"SEP 15, 2004",IT Network Support Professional,67830.00,Information Technology Services,Technology Support Analyst
WSSU,56,"AUG 15, 2005",Library Assistant,36854.88,Library Services,University Library Technician
WSSU,57,"AUG 14, 2006",Professor,81237.00,Chemistry,Professor
WSSU,42,"SEP 01, 2008",Office / Admin Support / Clerical Manager,31200.00,Housing & Residence Life,University Program Associate
WSSU,58,"APR 15, 2019",Human Resources Professional,42615.00,Academic Affairs,Human Resources Specialist
WSSU,36,"OCT 01, 2008",Office / Admin Support / Clerical Manager,50413.00,Event Management,University Program Associate
WSSU,38,"MAR 01, 2020",Communications / Marketing Professional,77000.00,Marketing & Communications,Director of Public Relations
WSSU,42,"FEB 04, 2008",Office / Admin Support / Clerical Manager,43350.00,Financial Aid,Student Services Specialist
WSSU,62,"JUN 11, 2007",Accounting Assistant,39128.00,Accounting,Accounting Technician
WSSU,35,"FEB 17, 2014",Student Admissions / Recruitment Professional,42018.00,Event Management,University Program Associate
WSSU,42,"NOV 01, 2012",Student Counseling / Student Health Professional AD,57913.00,Student Counseling,University Counselor
WSSU,39,"MAR 10, 2020",Accounting Professional,54500.00,Finance & Administration,Accountant
WSSU,59,"AUG 03, 2017",Assistant Professor,91658.00,Nursing,Assistant Professor
WSSU,72,"OCT 01, 2009",Assistant Professor,81558.00,Nursing,Assistant Professor
WSSU,46,"JAN 26, 2007","Assoc/Asst Director, Division/Department AD",59223.00,Health Physical Ed & Sports Studies,Public Communication Specialist
WSSU,57,"JUL 01, 2004",Professor,114882.00,Management and Marketing,Professor
WSSU,48,"AUG 11, 2016",Assistant Professor,103208.00,Economics and Finance,Assistant Professor
WSSU,45,"JUL 01, 2018",Chief Academic Affairs Officer / Provost,210000.00,Academic Affairs,Provost and Vice Chancellor of Academic Affairs
WSSU,40,"APR 01, 2015",Chief Student Admissions Officer,93546.00,Admissions,Director of Admissions
WSSU,40,"FEB 01, 2012",IT Client Support Professional,39526.00,Library Services,Technology Support Technician
WSSU,52,"OCT 01, 1994",Administrative Specialist / Coordinator,57425.00,University College,New Student Coordinator
WSSU,73,"OCT 15, 2008",Office / Admin Support / Clerical Manager,49141.00,Academic Affairs,University Program Associate
WSSU,57,"MAY 01, 2012",Student Admissions / Recruitment Professional,50566.00,School of Education,Executive Retention Advisor
WSSU,41,"OCT 03, 2016","Administrative / Office / Clerical Support Staff, Other",42275.00,Business Services,University Program Specialist
WSSU,38,"JUL 01, 2017",IT (Information Technology) Professional,50540.00,Information Technology Services,Technology Support Analyst
WSSU,37,"JAN 01, 2014",Government Relations Professional,110041.69,Chancellor s Office,Director of External Relations
WSSU,37,"JAN 01, 2016",Chief Student Registration / Records Officer,76999.00,Registrar,Chief Student Registration / Records Officer
WSSU,54,"AUG 01, 2009","Director, Subdivision/Unit/Program AD",70681.00,Enrollment Management,Business and Technology Application Specialist
WSSU,56,"AUG 13, 2007",Associate Professor,69195.00,History Politics and Social Justice,Associate Professor
WSSU,43,"AUG 10, 2017",Cashier,37245.00,Billing & Receivables,Support Services Associate
WSSU,54,"OCT 01, 2004",Office / Admin Support / Clerical Manager,34779.00,Housing & Residence Life,University Program Associate
WSSU,64,"APR 16, 2007","Administrative / Office / Clerical Support Staff, Other",38365.00,Housing & Residence Life,Administrative Support Associate
WSSU,30,"FEB 10, 2017","Administrative / Office / Clerical Support Staff, Other",59160.00,Office of Internal Audit,University Program Specialist
WSSU,33,"AUG 01, 2016",Assistant Professor,67064.00,Psychological Sciences,Assistant Professor
WSSU,67,"DEC 06, 1998",Office / Admin Support / Clerical Manager,62602.00,One Card Office,University Program Specialist
WSSU,54,"AUG 06, 2012",Associate Professor,138953.00,Management and Marketing,Associate Professor
WSSU,37,"MAR 01, 2016",Motor Vehicle Operator,31200.00,Police & Public Safety,Vehicle/Equipment Operator
WSSU,60,"AUG 01, 2017",Chief Campus Payroll Administrator,63630.00,Payroll,Director of Payroll
WSSU,40,"NOV 01, 2015",Office / Admin Support / Clerical Manager,54332.10,EEO/AA Officer,University Program Specialist
WSSU,44,"AUG 06, 2012",Associate Professor,73000.00,Chemistry,Associate Professor
WSSU,43,"AUG 07, 2014",Assistant Professor,73151.00,Psychological Sciences,Associate Professor
WSSU,53,"NOV 17, 2008",Skilled Craft / Trades Supervisor,57008.00,Facilities Management,Facility Maintenance Supervisor
WSSU,58,"AUG 17, 1992",Associate Professor (Primary) and Department Chair/Head,78569.00,Education,Associate Professor & Chair
WSSU,44,"AUG 12, 2002",Office / Admin Support / Clerical Manager,37101.29,Nursing,University Program Associate
WSSU,48,"AUG 15, 2005",Chief Campus Marketing Administrator,91911.00,Marketing & Communications,Director of Marketing
WSSU,65,"AUG 13, 2007",Assistant Professor,81093.00,Nursing,Assistant Professor
WSSU,49,"AUG 14, 2007",Professor,78863.00,Psychological Sciences,Professor
WSSU,54,"JAN 01, 2017",Custodian / Housekeeper,34320.00,Facilities Management,Support Services Associate
WSSU,47,"NOV 01, 2019","Student Career Services Professional, Counselor",46000.00,Career Services,Employer Relations Coordinator
WSSU,63,"OCT 15, 2004",Academic Advising Professional,56815.00,Orientation and Academic Advising,Retention Advisor
WSSU,32,"APR 01, 2014",Academic Advising Professional,57626.00,First Year College,Academic Advisor-Mentoring
WSSU,51,"NOV 01, 2017",Trades Helper,35280.00,Facilities Management,Facility Maintenance Technician Mechanical Trade
WSSU,60,"AUG 03, 2017",Assistant Professor,66408.00,Nursing,Clinincal Assistant Professor
